,label,tweet,tweets_length,cleaned_tweets,label_code
2672,anger,"Seni dari demokrasi yah bisa saling mengkritik dan mempatuahi, mau sekarang beliau presiden, sekjen PBB atau siapalah. Gamau dikritik? Mati ajah mungkin disurga kamu damai akan kritik, tapi masih mungkin yah belum pasti. Ha.",34,seni dari demokrasi yah bisa saling kritik dan mempatuahi mau sekarang beliau presiden sekjen pbb atau siapa gamau kritik mati ajah mungkin surga kamu damai akan kritik tapi masih mungkin yah belum pasti ha,0
2673,love,"Bersandarlah di pundaku sampai kau merasakan kenyamanan, karena sudah keharusan bagiku untuk memberikanmu rasa nyaman",15,sandar di pundaku sampai kau rasa nyaman karena sudah harus bagi untuk beri rasa nyaman,3
2674,fear,Hanya mampu retweet bagi peminat cerita seram tengok je lah. Saya penakut. Kalau tengok kat wayang ni dengar suara aku sorang je menjerit walaupun tutup mata,26,hanya mampu retweet bagi minat cerita seram tengok je lah saya takut kalau tengok kat wayang ni dengar suara aku sorang je jerit walaupun tutup mata,4
2675,love,"Haha, tiap hari juga kamu selalu terpesona dan semakin terpesona sama aku kkk~",13,haha tiap hari juga kamu selalu pesona dan makin pesona sama aku kkk,3
2676,anger,Hahaha HRS dapat wahyu ? dari setan bukan dari Alloh [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],15,hahaha hrs dapat wahyu dari setan bukan dari alloh username username username username username url,0
2677,fear,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L,37,apa itu posesif gue sama sahabat gue takut diapa2in sama l apa gue jealous karena gue lagi ga ada gebetan yang bisa ajak jalan apa gue takut hilang sahabat apa gue jealous karena e deket sama l,4
2678,fear,"Lagi ada suntik campak gitu. Awalnya gak tau, pas banget mau pipis. Pas mau balik ke kelas gak sengaja liat orang bawa kotak2 gitu. Gue pikir pasti suntik, karena takut. Yaudah taunya gue lari duluan. Sambil teriak SUNTIK SUNTIK!!",39,lagi ada suntik campak gitu awal gak tau pas banget mau pipis pas mau balik ke kelas gak sengaja liat orang bawa kotak2 gitu gue pikir pasti suntik karena takut yaudah tau gue lari duluan sambil teriak suntik suntik,4
2679,sadness,"Saat kita membenci sesuatu dg berlebihan dan menghasut orang lain ikut membenci apa yg kita benci, maka kelar sudah hidup kita. Terputus tali rezeki dan bersiap kematian dg penyakit hati &amp",31,saat kita benci sesuatu dg lebih dan hasut orang lain ikut benci apa yg kita benci maka kelar sudah hidup kita putus tali rezeki dan siap mati dg sakit hati amp,2
2680,love,"[USERNAME] Karena kamu dilahirkan dari rahim seorang perempuan, yang kamu robek tubuhnya agar kamu bisa hidup dan merasakan kasih sayangnya. Maka berikan kasih sayang pada wanitamu itu setulus kasih ibumu :3",31,username karena kamu lahir dari rahim orang perempuan yang kamu robek tubuh agar kamu bisa hidup dan rasa kasih sayang maka ikan kasih sayang pada wanita itu tulus kasih ibu 3,3
2681,happy,"huwawawaaaaaa tanoshimidesuuu!!! tapi memang aku pribadi sayang bgt dgn circle ini, jadi aaaaaa *creyong* kita gambar karena suka, dan udh seneng bgt kl mez jg suka dgn yg kita gambar, jd jgn khawatir dgn kurang kontribusi dan sbagainya",38,huwawawaaaaaa tanoshimidesuuu tapi memang aku pribadi sayang bgt dgn circle ini jadi aaaaaa creyong kita gambar karena suka dan udh neng bgt kl mez jg suka dgn yg kita gambar jd jgn khawatir dgn kurang kontribusi dan sbagainya,1
2682,fear,"Lu harus tau rasanya sedeket itu sm orang gila takut bgt gua tuh... Trs temen gua ternyata denger dia bilang ""wah gede jg ya pahanya"" Yalord. Aing teh cm mau piknik naha ada geginian!!! Terus akhirnya w nelpon temen pake ngomong seakan akan dia bapak gua dan nyuruh jemput:(",49,lu harus tau rasa sedeket itu sm orang gila takut bgt gua tuh trs temen gua nyata denger dia bilang wah gede jg ya paha yalord aing teh cm mau piknik naha ada geginian terus akhir w nelpon temen pake ngomong akan akan dia bapak gua dan nyuruh jemput,4
2683,anger,[USERNAME] PSI terlalu sering membuat blunder sebenarnya itu tdk bagus sbg sebuah Parpol baru yg butuh dukungan rakyat dr berbagai lapisan masyarakat termasuk pendukung kel. Mantan Presiden Soeharto.,28,username psi terlalu sering buat blunder benar itu tdk bagus sbg buah parpol baru yg butuh dukung rakyat dr bagai lapis masyarakat masuk dukung kel mantan presiden soeharto,0
2684,sadness,"Bersin pertama, ah paling kena bulu. Bersin kedua, debu nih. Bersin ketiga, gatel bat hidung saya. Bersin keempat, kelima, keenama,... Fix mau flu nih.",24,bersin pertama ah paling kena bulu bersin dua debu nih bersin tiga gatel bat hidung saya bersin empat lima keenama fix mau flu nih,2
2685,love,"Pixy ini kok lama-lama gemesim yaaaa. Setelah jatuh cinta sama lip cream nya, kayak nya bakal jatih cinta sama yang lain. Huft [URL]",24,pixy ini kok lama lama gemesim yaaaa telah jatuh cinta sama lip cream nya kayak nya bakal jatih cinta sama yang lain huft url,3
2686,fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e,30,apa yang akan kamu laku jika ada singa masuk ke rumah nyuruh singa makan kau biar mati nak makan singa uh ngeri ya off anonla m h e h e,4
2687,happy,"Lagu ini saya persembahkan bwt pak [USERNAME] [USERNAME] jga pak Walikota Solo, Pak FX Hadi Rudyatmo karena membuat Kota SOLO lebih dikenal luas berkat lagu SOLO yg dibuat [USERNAME] [USERNAME] [URL] #Solo",32,lagu ini saya sembah bwt pak username username jga pak walikota solo pak fx had rudyatmo karena buat kota solo lebih kenal luas berkat lagu solo yg buat username username url solo,1
2688,fear,"Serem jg nih kalo sering mati lampu gini. Ngeri aje pas lg ditinggal keluarga ke jogja besok, sendirian di rumah trus mati lampu. Jadi apa aq",26,rem jg nih kalo sering mati lampu gin ngeri aje pas lg tinggal keluarga ke jogja besok sendiri di rumah trus mati lampu jadi apa aq,4
2689,love,"kalau begitu aku ingin mengatakan kepada Desi: aku sayang kamu, Desi. aku suka kamu, Desi. ini adalah ungkapan perasaanku kepada Desi terlepas apakah dia memendam rasa yang sama atau tidak. [URL]",31,kalau begitu aku ingin kata kepada desi aku sayang kamu desi aku suka kamu desi ini adalah ungkap asa kepada desi lepas apakah dia pendam rasa yang sama atau tidak url,3
2690,love,Aku selalu ada untukmu Kamu selalu ada untuknya .,8,aku selalu ada untuk kamu selalu ada untuk,3
2691,anger,"Tapi baru di jaman ini hutang tembus 4000an T, baru di jaman ini juga mako brimob kebobolan, dan baru di jaman ini juga bocah cina nghina presiden dibilang lucu2an, dan di jaman ini pula geruduk kantor berita sambil m",39,tapi baru di jaman ini hutang tembus 4000an t baru di jaman ini juga mako brimob bobol dan baru di jaman ini juga bocah cina nghina presiden bilang lucu2an dan di jaman ini pula geruduk kantor berita sambil m,0
2692,fear,"Oh iya, pada saat itu hanya mahasiswa reguler yang mendapatkan kelas bersama beliau, dan aku bersyukur menjadi mahasiswa reguler dan dipertemukan dengan beliau ini. First impression kami terhadap Ka Abel, jujur saja kami ngeri. Maksudnya? kami masih semester II, masih bau cikur.",42,oh iya pada saat itu hanya mahasiswa reguler yang dapat kelas sama beliau dan aku syukur jadi mahasiswa reguler dan temu dengan beliau ini first impression kami hadap ka abel jujur saja kami ngeri maksud kami masih semester ii masih bau cikur,4
2693,happy,"DONE!!  Kata Pak Suami biar tambah rajin belajar masaknya sa ae ah Btw tengkyuuu bosss adhe_khadoet besok lagi yaa, hahahaa",21,done kata pak suami biar tambah rajin ajar masak sa ae ah btw tengkyuuu bosss adhe khadoet besok lagi yaa hahahaa,1
2694,love,"Cinta itu sederhana. Aku dan kamu, dan tidak ada yang lain. Aku untukmu, dan kamu untukku. Yang lain cuma nonton.",20,cinta itu sederhana aku dan kamu dan tidak ada yang lain aku untuk dan kamu untuk yang lain cuma nonton,3
2695,happy,"Selamat kamu dapat kuota dari [URL] , wahhh, itu sangat berharga yaaaa #dapetin ucapan itu selain ucapan selamat kamu cantik jadi selama ini dia jelek",24,selamat kamu dapat kuota dari url wahhh itu sangat harga yaaaa dapetin ucap itu selain ucap selamat kamu cantik jadi lama ini dia jelek,1
2696,happy,Blm bisa move on dr keseruan event torch relay asian games 2018 #sisasemalam #dibuangsayang #withgadis @ Rumah Jabatan Gubernur Provinsi Sulawesi Selatan [URL],22,blm bisa move on dr seru event torch relay asi games 2018 sisasemalam dibuangsayang withgadis rumah jabat gubernur provinsi sulawesi selatan url,1
2697,anger,"Mahkamah Konstitusi : Dear [USERNAME] : *Hapus Ambang Batas Nyapres, Rakyat Mau Banyak Pilihan* - Tandatangani Petisi! [URL] lewat [USERNAME]",17,mahkamah konstitusi dear username hapus ambang batas nyapres rakyat mau banyak pilih tandatangani petisi url lewat username,0
2698,fear,"[USERNAME] Sebelumnya saya bayar pakai tokopedia, dan di laporannya tercantum kode iuran 9180 sekian-sekian.. apakah yang dimaksud kode iuran adalah nomer itu?",23,username belum saya bayar pakai tokopedia dan di lapor cantum kode iur 9180 sekian sekian apakah yang maksud kode iur adalah nomer itu,4
2699,love,Tetap disini.. Jangan biarkan aku sepi sendiri.. Izinkan aku selalu bersamamu.. Dalam ikatan yg direstui semesta.. Aku sayang kamu separuh hatiku,21,tetap sini jangan biar aku sepi sendiri izin aku selalu sama dalam ikat yg restu semesta aku sayang kamu paruh hati,3
2700,love,"Cinta takkan pernah berjalan sendirian, karena ada kesetian dan ketulusan yg selalu menuntunnya dan aku punya kesetian dan ketulusan itu buat kamu",22,cinta tak pernah jalan sendiri karena ada seti dan tulus yg selalu tuntun dan aku punya seti dan tulus itu buat kamu,3
2701,fear,Dilemma ku adalah jam segini ngerasa laper dan pgn go food naspad duta minang jaya yg super enak itu tp takut gabisa tidur dan kesiangan bsk pagi huu,28,dilemma ku adalah jam gin ngerasa laper dan pgn go food naspad duta mang jaya yg super enak itu tp takut gabisa tidur dan siang bsk pagi huu,4
2702,sadness,"5. Cuacanya selalu terik Utk hal ini saya harus banyak bersyukur ya, di Sorong selama puasa ini rajin hujan bahkan Bali tempat mamake aja ga sesering di sini. Hari2 biasanya juga ga terik2 banget. Btw, Biak kalo pun panas, udaranya bikin seger",42,5 cuaca selalu terik utk hal ini saya harus banyak syukur ya di sorong lama puasa ini rajin hujan bahkan bal tempat mamake aja ga sering di sini hari2 biasa juga ga terik2 banget btw biak kalo pun panas udara bikin seger,2
2703,sadness,"Aliran darahku menghantarkan rasa rindu di sela-sela sel otakku yang terus berbisik untuk mengucapkannya, tapi aku tidak mampu, bahkan hanya untuk menyiratkannya. [URL]",24,alir darah hantar rasa rindu di sela sela sel otak yang terus bisik untuk ucap tapi aku tidak mampu bahkan hanya untuk sirat url,2
2704,happy,"Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*",27,baru hari masih ada beberapa hari ke depan yg lebih padat tapi sangat senang wish me luck and healthy aja deh buat minggu ke depan fingers crossed,1
2705,sadness,"Hari keempat, sebelum sarapan Pak Seno dan Ibu Tuti kembali berbicara dgn kami ""Kalian belum ikhlas ternyata,"" raut wajah kami pada saat itu sudah jauh berubah jika dibandingkan dengan kemarin, tertawa bercanda yang kemarin sempat hilang sudah kembali bersama kami di pagi itu.",43,hari empat belum sarap pak seno dan ibu tuti kembali bicara dgn kami kalian belum ikhlas nyata raut wajah kami pada saat itu sudah jauh ubah jika banding dengan kemarin tertawa canda yang kemarin sempat hilang sudah kembali sama kami di pagi itu,2
2706,fear,"Untung ada aa2 berdua ngebantuin itu posisi di tengah2 gelap, sendiri, bener2 gaada siapa2 sampe nyalain senter hp takut ada org dan sejenis nyaaa",24,untung ada aa2 dua ngebantuin itu posisi di tengah2 gelap sendiri bener2 gaada siapa2 sampe nyalain senter hp takut ada org dan jenis nyaaa,4
2707,sadness,"Gak butuh temen cewe yg pura2 butuh temen cowo yang ketika dichat jawabannya hanya ""oh"", ""iya"", ""haha"", dll. Apalagi cuma diread. ",21,gak butuh temen cewe yg pura2 butuh temen cowo yang ketika dichat jawab hanya oh iya haha dll apalagi cuma diread,2
2708,sadness,"Ketika ada sesuatu hal yang membuat kita jatuh, Percayalah bahwa kita sedang diajarkan bagaimana cara untuk bangkit",17,ketika ada sesuatu hal yang buat kita jatuh percaya bahwa kita sedang ajar bagaimana cara untuk bangkit,2
2709,anger,"lalu aku komen begini ""min, kalo posting karya orang tolong minta izin terlebih dahulu dan tag si pemilik karya"" di feed tersebut namun tidak dibalas. lalu aku coba dm dengan kalimat yang sama seperti di komentar feed akun tsb",39,lalu aku komen begini min kalo posting karya orang tolong minta izin lebih dahulu dan tag si milik karya di feed sebut namun tidak balas lalu aku coba dm dengan kalimat yang sama seperti di komentar feed akun tsb,0
2710,love,Aku suka caramu menyukaiku :'),4,aku suka cara suka,3
2711,love,"Semoga dengan tayangnya film #22menit ini menjadi perantara untuk selalu menebarkan benih-benih cinta, yang akan menumbuhkan persaudaraan diantara umat manusia. #AnsorMajuSatuBarisan [URL]",23,moga dengan tayang film 22menit ini jadi antara untuk selalu tebar benih benih cinta yang akan tumbuh saudara antara umat manusia ansormajusatubarisan url,3
2712,fear,"Kemaren di belakang kampus juga, ada anak kambing asal nyebrang. Eh kambing nya b ajha yang nyebrang w yang histeris takut mereka ketabrak :((",23,kemaren di belakang kampus juga ada anak kambing asal nyebrang eh kambing nya b ajha yang nyebrang w yang histeris takut mereka tabrak,4
2713,sadness,"Jika datangmu sudah tidak menggenapi, pergimu pun tidak mengganjilkan, untuk apa kamu dilahirkan? Sebaik-baik manusia adalah yang berguna bagi sesamanya.",21,jika datang sudah tidak genap pergi pun tidak ganjil untuk apa kamu lahir baik baik manusia adalah yang guna bagi sama,2
2714,happy,"Udah ah makin ngelantur wkwk.. Pokoknya niatkan utk ga pake bulu mata palsu. Jgn khawatir bakal ada rintangan ini itu, yakin aja klo niat baik pasti Allah bantu. Smg segala niat dan langkah baik kita (termasuk ninggalin bulu mata palsu ini) Allah kasih ganjaran surga ya",46,udah ah makin ngelantur wkwk pokok niat utk ga pake bulu mata palsu jgn khawatir bakal ada rintang ini itu yakin aja klo niat baik pasti allah bantu smg segala niat dan langkah baik kita masuk ninggalin bulu mata palsu ini allah kasih ganjar surga ya,1
2715,sadness,Klo di puskesmas yg antri orang hamil sm lansia didahulukan. Disini yg daftar online yg diutamakan. Akumah ngga pernah dapet tempat. Prioritas di hatinya aja kagak :'(,26,klo di puskesmas yg antri orang hamil sm lansia dahulu sini yg daftar online yg utama akumah ngga pernah dapet tempat prioritas di hati aja kagak,2
2716,anger,[USERNAME] siang min. Knpa saldo bonus tcash saya tidak ada. Padahal saya udah banyak dapat sms pemberitahuannya. Dan saya langsng aktivkan tcash walet. Mohn bntuanx. Trmaksih min,27,username siang min knpa saldo bonus tcash saya tidak ada padahal saya udah banyak dapat sms pemberitahuannya dan saya langsng aktivkan tcash walet mohn bntuanx trmaksih min,0
2717,anger,"Pas w udah punya pacar trus pergi nonton ke bioskop: Orang lain: dih nontonnya sama pacar mulu, trus gak ngajak2 nih. Lah situ kalo di ajak gak pernah bisa *pengen rasanya ku sentil amandelnya satu2 :)",35,pas w udah punya pacar trus pergi nonton ke bioskop orang lain dih nontonnya sama pacar mulu trus gak ngajak2 nih lah situ kalo di ajak gak pernah bisa ken rasa ku sentil amandel satu2,0
2718,anger,ah eyang pelit tidak-saya carin istri ke tujuh nih,10,ah eyang pelit tidak saya carin istri ke tujuh nih,0
2719,fear,"Waallahu alam... saya gak mau sok tau, takut... ilmu saya masih cetek banget, jadi cukup 10 kesimpulan yang udah jelas ada di Al-Quran dan Hadits itu aja yang saya yakini, selebihnya Waallahu alam...",34,waallahu alam saya gak mau sok tau takut ilmu saya masih cetek banget jadi cukup 10 simpul yang udah jelas ada di al quran dan hadits itu aja yang saya yakin lebih waallahu alam,4
2720,love,"Sejak awal mengenal dan mencintaimu,hati utuh yg penuh cinta ini telah memilih untuk tetap menerimamu bagainmanapun keadaan ini. Terluka itu pilihan...dan tetap mencintai adalah anugerah dan kesempatan yg diberikan Tuhan.",32,sejak awal kenal dan cinta hati utuh yg penuh cinta ini telah pilih untuk tetap terima bagainmanapun ada ini luka itu pilih dan tetap cinta adalah anugerah dan sempat yg beri tuhan,3
2721,love,"Kalo udah sayang beneran itu mau dihadapkan sama cowok yang lebih tajir +++, ganteng +++, pinter +++, serba +++, dll itu pasti bakalan tetep ga mau berpindah",23,kalo udah sayang beneran itu mau hadap sama cowok yang lebih tajir ganteng pinter serba dll itu pasti bakal tetep ga mau pindah,3
2722,fear,Liat boneka susan aja sudah ampun. Lha ini malah diajakin nonton film horror boneka sabrina.,15,liat boneka sus aja sudah ampun lha ini malah diajakin nonton film horror boneka sabrina,4
2723,anger,[USERNAME] hallo min kuota saya masih 9GB tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [URL],23,username hallo min kuota saya masih 9gb tp kok gak bisa pakai kata kuota saya udah habis ini gmn ya mohon bantu url,0
2724,sadness,1bln 2x putus berapa lama memang kamu jadian dia labil sangat ki bentar2 marahan begitu deh :,16,1bln 2x putus berapa lama memang kamu jadi dia labil sangat ki bentar2 marah begitu deh,2
2725,love,"Cuma [USERNAME] yang ngerti cara nanganin aku kalau aku udh ngamuk2, sayang sama aku tanpa nyuruh aku buat berubah jd orang lain, sabar, pengertian, org yang selalu maju paling depan kalau ada yg macem2in aku",35,cuma username yang ngerti cara nanganin aku kalau aku udh ngamuk2 sayang sama aku tanpa nyuruh aku buat ubah jd orang lain sabar erti org yang selalu maju paling depan kalau ada yg macem2in aku,3
2726,anger,"Aku termasuk orang yang tidak habis pikir dengan orang yang menganggap wajar hal tersebut dan justru menyalahkan Via Vallen karena dianggap lebay, namanya pelecehan dalam bentuk apapun itu pasti menyakitkan. Tidak peduli jenis pelecehan apa itu.",36,aku masuk orang yang tidak habis pikir dengan orang yang anggap wajar hal sebut dan justru salah via vallen karena anggap lebay nama leceh dalam bentuk apa itu pasti sakit tidak peduli jenis leceh apa itu,0
2727,sadness,Siapa sih di dunia yg ngga punya hater? Rasul yg mulia aja punya. Budha aja punya. Nabi Isa aja punya. Nah apalagi eloh ama gueh .... ya kaaan,27,siapa sih di dunia yg ngga punya hater rasul yg mulia aja punya budha aja punya nabi isa aja punya nah apalagi eloh ama gueh ya kaaan,2
2728,anger,"[USERNAME] tolong aplikasinya diberesin. Saya tadi pesan, katanya server error. Eh muncul 4 taksi. Khan kasian drivernya, saya musti cancel.",20,username tolong aplikasi resin saya tadi pesan kata server error eh muncul 4 taksi khan kasi drivernya saya musti cancel,0
2729,love,"Padahal papa ingin sekali menangis seperti mama dan memelukmu erat-erat. Yang papa lakukan hanya menghapus sedikit air mata di sudut matanya, dan menepuk pundakmu berkata ""jaga dirimu baik-baik ya sayang"" papa melakukan itu semua agar kamu KUAT. Kuat utk mnjdi dewasa.",43,padahal papa ingin sekali menang seperti mama dan peluk erat erat yang papa laku hanya hapus sedikit air mata di sudut mata dan tepuk pundak kata jaga diri baik baik ya sayang papa laku itu semua agar kamu kuat kuat utk mnjdi dewasa,3
2730,sadness,"Udah hampir seminggu. Tiap sahur harus dibanguninnya sama mamah. Alarm cuma matiin doang, kalo telpon mamah dimatiin sekali ditelpon terus sampe bangun. Untung dia sabar.",25,udah hampir minggu tiap sahur harus dibanguninnya sama mamah alarm cuma matiin doang kalo telpon mamah dimatiin sekali telpon terus sampe bangun untung dia sabar,2
2731,anger,"Ternyata banyak fans kpop dadakan ya, mending lisa gakusah kesini aja klo gini caranya, tnpa dipromosikan psti bnyk jg kok yg dtg ke fanmeetingnya lisa, aku ksel kak liatnya [USERNAME]",30,nyata banyak fans kpop dada ya mending lisa gakusah kesini aja klo gin cara tnpa promosi psti bnyk jg kok yg dtg ke fanmeetingnya lisa aku ksel kak liat username,0
2732,love,"Hari ini adalah hari yang sangat sunyi bagiku, pagi menjelang siang dan sore menjelang malam. Begitu juga sebaliknya, tiada hentinya aku tuk memikirkan mu, dan entah mengapa? Mengapa kita harus bersaudara? Apa alasanmu tuhan!? Tapi aku sadar, sadar bahwa cinta itu buta",42,hari ini adalah hari yang sangat sunyi bagi pagi jelang siang dan sore jelang malam begitu juga balik tiada henti aku tuk pikir mu dan entah mengapa mengapa kita harus saudara apa alas tuhan tapi aku sadar sadar bahwa cinta itu buta,3
2733,fear,[AskMF] kenapa ya gua takut banget kalo mau ngmg atau muncul di grup gituuuu. Bener2 panik gituu kalo harus muncul di grup. Gimana cara ngehilangin nya ya,27,askmf kenapa ya gua takut banget kalo mau ngmg atau muncul di grup gituuuu bener2 panik gituu kalo harus muncul di grup gimana cara ngehilangin nya ya,4
2734,love,"Saya taKan raguKan besarNya kasih sayang Tuhan yg telah diberiKanNya kepada saya,walau momen sulit yg harus saya hadapi dalam hidup ini. Karna saat cahaya dalam hati kita mulai redup,hanya kasih Sayang dari mereka yg mencintai kita, yg mampu menjadi lentera tuk menerangiNya kembali",45,saya tak ragu besar kasih sayang tuhan yg telah beri kepada saya walau momen sulit yg harus saya hadap dalam hidup ini karna saat cahaya dalam hati kita mulai redup hanya kasih sayang dari mereka yg cinta kita yg mampu jadi lentera tuk terang kembali,3
2735,love,KEKAL. SAYANG DENGARKAN LAH SYAIR KAU TULIS KU LAGU KAN. MOGA JADI SIULAN SATU MASA DAN MOGA ENGKAUKAN TERSENYUM DENGAN IRAMA INDAH HANYA ITU YANG MAMPUKU BERI.,27,kekal sayang dengar lah syair kau tulis ku lagu kan moga jadi siul satu masa dan moga engkau senyum dengan irama indah hanya itu yang mampu beri,3
2736,happy,"Dan untuk para tamu sekalian terimakasih sudah ikut acara ini, mohon maaf mention kalian tidak dapat gua jawab satu persatu dikarenakan menjauhi dari limit. Terimakasih dan selamat malam Salam sayang",30,dan untuk para tamu sekali terimakasih sudah ikut acara ini mohon maaf mention kalian tidak dapat gua jawab satu satu karena jauh dari limit terimakasih dan selamat malam salam sayang,1
2737,fear,Gatau sejak kapan tiap dengerin kucing ngeong sama anjing melolong malem2 selalu ngebayangin ada 'sesuatu' di luar -_- dan bikin gaberani bangun,21,gatau sejak kapan tiap dengerin kucing ngeong sama anjing lolong malem2 selalu ngebayangin ada sesuatu di luar dan bikin gaberani bangun,4
2738,sadness,macetnya mantap #parkir,3,macet mantap parkir,2
2739,anger,"Apakah mereka tidak pernah belajar akan dampak negatif omongan besar dan kata2 kasar? Dulu pernah ada politisi menyebut Jokowi ""sinting"" karena mengemukakan gagasan Hari Santri. Ucapan bodoh ini ternyata menyumbang besar bagi kemenangan Presiden [USERNAME] dalam Pilpres 2014",38,apakah mereka tidak pernah ajar akan dampak negatif omong besar dan kata2 kasar dulu pernah ada politis sebut jokowi sinting karena muka gagas hari santri ucap bodoh ini nyata sumbang besar bagi menang presiden username dalam pilpres 2014,0
2740,fear,"Masi ga ngerti kenapa bisa takut ketinggian :') padahal dulu doyan manjat pohon depan rumah. Skrg liat ke asrama lt dasar aja ogah, apalagi ganti lampu begini T-T",28,mas ga ngerti kenapa bisa takut tinggi padahal dulu doyan manjat pohon depan rumah skrg liat ke asrama lt dasar aja ogah apalagi ganti lampu begini t t,4
2741,sadness,"[USERNAME] Lutut lemes, melongo kaya org angong terus nangis tiba2, pengen jerit gak bisa2, pokoknya kesel sekesel keselnya sama diri sendiri, capek banget sampe jantung sesek, dan itu terjadi berkali2 sampe 7th lamanya :"")))) padahal pacar jga bukan wkwk",38,username lutut lemes longo kaya org angong terus nang tiba2 ken jerit gak bisa2 pokok kesel sekesel kesel sama diri sendiri capek banget sampe jantung sek dan itu jadi berkali2 sampe 7th lama padahal pacar jga bukan wkwk,2
2742,sadness,"[USERNAME] Sayang bgt gitu padahal vocal dia cocok buat energetic tpi yasudah lah Semoga aja my bby goeun selamat dan bisa nunjukin vocalnya dia di concept eval :"")",27,username sayang bgt gitu padahal vocal dia cocok buat energetic tpi yasudah lah moga aja my bby goeun selamat dan bisa nunjukin vocalnya dia di concept eval,2
2743,fear,"[USERNAME] kalau untuk barang elektronik gitu gimana? kadang takut mau buang headset dan baterai ke tempat sampah. soalnnya kan bahaya...trs sama botol spray, katanya bisa meledak di suhu yg tinggi..",31,username kalau untuk barang elektronik gitu gimana kadang takut mau buang headset dan baterai ke tempat sampah soalnnya kan bahaya trs sama botol spray kata bisa ledak di suhu yg tinggi,4
2744,fear,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis liat cd udah merah gitu. Langsung izin pulang bilangnya mendadak sakit Pas sampe rumah bilang, ""itu""kakak berdarah mah. Takut. Soalnya emang pas main jatuh. Pas diliat dibilang mens. Hue besoknya pe",41,username lagi main di rumah temen tuh pas pipis liat cd udah merah gitu langsung izin pulang bilang dadak sakit pas sampe rumah bilang itu kakak darah mah takut soal emang pas main jatuh pas liat bilang mens hue besok pe,4
2745,sadness,"Udah lama nih ga ada chat yang isinya""selamat bobo sayang, "".semoga mimpi indah yah..good night"".. Kalo diinget-inget, terakhir kali dapet chat kaya gitu teh, pas zaman sangkuriang najong parahu...",32,udah lama nih ga ada chat yang isi selamat bobo sayang moga mimpi indah yah good night kalo diinget inget akhir kali dapet chat kaya gitu teh pas zaman sangkuriang najong parahu,2
2746,happy,"Rajin hadirkan diri dgn majlis ilmu, supaya kita blh mantapkan lagi diri kita. Ilmu akan jd perisai diri kita. Ilmu dan akhlak kena seiring. . Jgn lupa selalu berdoa yang baik.. utk diri sendiri dan org lain. . Trus istiqamah menuju ke arah kebaikan",42,rajin hadir diri dgn majlis ilmu supaya kita blh mantap lagi diri kita ilmu akan jd perisai diri kita ilmu dan akhlak kena iring jgn lupa selalu doa yang baik utk diri sendiri dan org lain trus istiqamah tuju ke arah baik,1
2747,sadness,"Tak perlu iri,kita punya sepi sendiri-sendiri. Jika hidup orang tampak meriah,itu karena sepi dirayakan dengan mewah. - Adimas Imanuel [URL]",22,tak perlu iri kita punya sepi sendiri sendiri jika hidup orang tampak riah itu karena sepi raya dengan mewah adimas imanuel url,2
2748,happy,"Suka point Prof. Suteki "" kita tau bahwa puncak tertinggi Pancasila adalah Ketuhanan Yang Maha Esa, sdgkan kita tau bahwa salah satu petinggi BPIP pnh menyampaikan dlm pidatonya yg viral ttg keraguannya akan hari akhir"" Nampol banget.. #ILCBPIP #2019GantiPresiden",38,suka point prof suteki kita tau bahwa puncak tinggi pancasila adalah tuhan yang maha esa sdgkan kita tau bahwa salah satu petinggi bpip pnh sampai dlm pidato yg viral ttg ragu akan hari akhir nampol banget ilcbpip 2019gantipresiden,1
2749,sadness,"Begitu tersadar bahwa kita menceritakan mereka bagaikan mantan pacar, kita tertawa menggerutu bersama, sebab mereka hanyalah sebatas mantan calon pacar.",20,begitu sadar bahwa kita cerita mereka bagai mantan pacar kita tertawa gerutu sama sebab mereka hanya batas mantan calon pacar,2
2750,fear,/rlt kalian yang cewe kalo sekelas sama pacar kalian trus lu lagi nyeri dapet pengen dihibur apa gmn? Cewe gue tadi malah gue ajak main onet di hp dia mendem marah kali ya?,33,rlt kalian yang cewe kalo kelas sama pacar kalian trus lu lagi nyeri dapet ken hibur apa gmn cewe gue tadi malah gue ajak main onet di hp dia mendem marah kali ya,4
2751,fear,"Fans mana pun yang benci sama 'Curry' bakalan ttp ngakuin 3 points nya bahaya bgt Mau ngelempar dr mana pun kemungkinan bola masuknya itu 99,99%",26,fans mana pun yang benci sama curry bakal ttp ngakuin 3 points nya bahaya bgt mau ngelempar dr mana pun mungkin bola masuk itu 99 99,4
